https://mail.ru/,mail.ru,0,1,203,334,196
https://mail.ru/,mail.ru,1,None,1044,372,1044
https://mail.ru/,mail.ru,2,None,1204,376,1204
https://zoom.us/,zoom.us,0,1,255,325,254
https://zoom.us/,zoom.us,1,None,982,404,979
https://zoom.us/,zoom.us,2,None,1048,380,1045
https://european-union.europa.eu/select-language?destination=/node/1,europa.eu,0,1,28,0,28
https://european-union.europa.eu/select-language?destination=/node/1,europa.eu,1,1,207,376,207
https://european-union.europa.eu/select-language?destination=/node/1,europa.eu,2,None,206,376,206
https://stackoverflow.com/,stackoverflow.com,0,1,45,0,45
https://stackoverflow.com/,stackoverflow.com,1,1,265,375,265
https://stackoverflow.com/,stackoverflow.com,2,-2,271,352,271
https://www.teamviewer.com/en-us/,teamviewer.com,0,1,112,33,112
https://www.teamviewer.com/en-us/,teamviewer.com,1,1,544,361,542
https://www.teamviewer.com/en-us/,teamviewer.com,2,None,532,360,532
https://www.amazon.co.uk/,amazon.co.uk,0,1,281,30,275
https://www.amazon.co.uk/,amazon.co.uk,1,1,628,377,624
https://www.amazon.co.uk/,amazon.co.uk,2,-2,594,385,590
https://www.hp.com/us-en/home.html,hp.com,0,1,164,174,160
https://www.hp.com/us-en/home.html,hp.com,1,1,785,379,785
https://www.hp.com/us-en/home.html,hp.com,2,-2,845,394,845
https://us.alibabacloud.com/en,alibabacloud.com,0,1,285,376,285
https://us.alibabacloud.com/en,alibabacloud.com,1,1,1068,363,1068
https://us.alibabacloud.com/en,alibabacloud.com,2,2,1130,392,1130
https://www.rackspace.com/,rackspace.com,0,1,115,74,115
https://www.rackspace.com/,rackspace.com,1,1,511,376,511
https://www.rackspace.com/,rackspace.com,2,2,476,376,476
https://www.freepik.com/,freepik.com,0,1,552,377,552
https://www.freepik.com/,freepik.com,1,1,1418,369,1418
https://www.freepik.com/,freepik.com,2,-2,1343,384,1343
https://www.springer.com/us,springer.com,0,1,17,3,17
https://www.springer.com/us,springer.com,1,1,312,384,312
https://www.springer.com/us,springer.com,2,-2,279,352,279
https://www.nature.com/,nature.com,0,1,156,17,154
https://www.nature.com/,nature.com,1,1,630,368,630
https://www.nature.com/,nature.com,2,-2,752,384,752
https://www.indexexchange.com/,indexexchange.com,0,1,50,114,50
https://www.indexexchange.com/,indexexchange.com,1,1,700,387,700
https://www.indexexchange.com/,indexexchange.com,2,None,692,387,692
https://www.surveymonkey.com/,surveymonkey.com,0,1,204,52,198
https://www.surveymonkey.com/,surveymonkey.com,1,1,745,380,701
https://www.surveymonkey.com/,surveymonkey.com,2,None,698,384,669
https://www.paloaltonetworks.com/,paloaltonetworks.com,0,1,261,304,257
https://www.paloaltonetworks.com/,paloaltonetworks.com,1,None,791,393,786
https://www.paloaltonetworks.com/,paloaltonetworks.com,2,-2,992,380,987
https://www.nvidia.com/en-us/,nvidia.com,0,1,225,116,217
https://www.nvidia.com/en-us/,nvidia.com,1,1,729,374,709
https://www.nvidia.com/en-us/,nvidia.com,2,-2,752,397,733
https://mail.ru/,mail.ru,0,1,207,366,200
https://mail.ru/,mail.ru,1,1,957,366,957
https://mail.ru/,mail.ru,2,None,1188,372,1188
https://www.verisign.com/,verisign.com,0,1,27,16,27
https://www.verisign.com/,verisign.com,1,1,262,384,262
https://www.verisign.com/,verisign.com,2,None,279,376,279
https://www.swrve.com/,swrve.com,0,1,82,20,82
https://www.swrve.com/,swrve.com,1,1,439,368,439
https://www.swrve.com/,swrve.com,2,2,501,392,501
https://www.businesswire.com/portal/site/home/,businesswire.com,0,1,569,384,569
https://www.businesswire.com/portal/site/home/,businesswire.com,1,1,886,387,886
https://www.businesswire.com/portal/site/home/,businesswire.com,2,None,1404,275,1404
https://www2.deloitte.com/us/en.html,deloitte.com,0,1,134,331,134
https://www2.deloitte.com/us/en.html,deloitte.com,1,1,853,380,853
https://www2.deloitte.com/us/en.html,deloitte.com,2,None,876,396,876
https://www.docker.com/,docker.com,0,1,97,138,97
https://www.docker.com/,docker.com,1,1,839,380,839
https://www.docker.com/,docker.com,2,2,710,387,710
https://www.ebay.co.uk/,ebay.co.uk,0,1,139,8,139
https://www.ebay.co.uk/,ebay.co.uk,1,1,469,371,465
https://www.ebay.co.uk/,ebay.co.uk,2,2,463,380,455
https://www.abc.net.au/,abc.net.au,0,1,117,163,116
https://www.abc.net.au/,abc.net.au,1,1,677,235,677
https://www.abc.net.au/,abc.net.au,2,None,466,377,464
https://doubleverify.com/,doubleverify.com,0,1,586,369,586
https://doubleverify.com/,doubleverify.com,1,None,1437,187,1437
https://doubleverify.com/,doubleverify.com,2,None,1173,384,1173
https://www.bmj.com/,bmj.com,0,1,56,14,56
https://www.bmj.com/,bmj.com,1,1,524,376,524
